customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sales,discountUsed
BBID_20458604,08-11-1994,female,Punjab,143001,26-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,14,65840,1285117,IZ 20 %DIS REG GLASS TUMBLERS/SETS,1000130581,Roxx Venice Bowl set of 2 Pc,124,Payback
BBID_20458619,11-10-1987,male,Punjab,143001,15-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,66974,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,Payback
BBID_20458641,18-10-1970,female,Punjab,143001,25-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,68575,NONPROMO,,108023930,FUN FOODS SAUCE PASTA & PIZZA 325g,85,Payback
BBID_20458642,14-01-1979,male,Punjab,143001,03-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,88805,NONPROMO,,300938774,BONN BREAD MULTIGRAIN PP 200g,25,Payback
BBID_20458699,26-11-1987,female,Punjab,143001,15-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,91206,NONPROMO,,108100064,MUSHROOM BUTTON,30,Payback
BBID_20458699,26-11-1987,female,Punjab,143001,24-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,95225,NONPROMO,,108008867,DOVE SOAP MOISTURISING CREAM 75G,46,Payback
BBID_20475272,31-05-1989,,Punjab,143001,17-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,15,50412,1262224,AZ SHOP 750 GET 250 RS OFF CMS JUNE,300321560,CATCH POW SUPER GARAM MASALA PP 100g,27.16,Payback
BBID_20475302,NANA,,Punjab,,01-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,88409,4150,Ex1500,1.00E+12,"SS16-Cannon 210TC Stn Stps, NA, PURPLE",1131.34,Payback
BBID_20475387,05-10-1992,male,Punjab,143521,09-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,95337,NONPROMO,,1000531079,BAKER STREET CAKE STRAWBERRY PP 30g,10,Payback
BBID_20475399,30-01-1983,female,Punjab,143001,28-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,71527,NONPROMO,,301018126,HIMAMI TALC NAVRATNA COOL ACTIV DEO 400g,150,Payback
BBID_20475452,15-03-1986,,Punjab,143519,17-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,5,52987,NONPROMO,,108000628,GH MASOOR DAL BLACK WHOLE 500g,44,Payback
BBID_20475491,01-01-1979,male,Punjab,143001,10-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,2,73587,1268165,AZ 100% PAYBACK BB/FB/FBB/EASY DAY,300781593,PB Card FVRL,0,Payback
BBID_20475589,23-10-1993,,Punjab,143108,29-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,8913,NONPROMO,,300880661,TANG POW CONC LEMON 500g*2 OP,229,Payback
BBID_20475610,05-08-1995,female,Punjab,144119,07-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,76507,NONPROMO,,300481740,MAGGI NDL MASALA 280g,45,Payback
BBID_20475615,15-08-1988,male,Punjab,143001,10-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,15,44407,NONPROMO,,108026133,KELLOGS CORNFLAKE 100G,39,Payback
BBID_20475617,04-07-1992,,Punjab,143001,07-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,2,73122,1288072,IN 70 %DIS REG Spunk - Shoes - Casual,1.00E+12,"Zeal - Tan, TAN, 7",299.7,Payback
BBID_20475669,24-09-1994,female,Punjab,143001,08-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,16355,NONPROMO,,1000034449,WHISPER SAN PAD ULTRA CLEAN L WNG PP 30P,270,Payback
BBID_20475700,01-04-1996,female,Punjab,160047,28-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,2,76262,NONPROMO,,1.00E+12,"DIS-4171-SHT-615-TSH, L, WHITE MELANGE",499,Payback
BBID_20475869,20-03-1997,male,Punjab,143001,05-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,77788,NONPROMO,,1.00E+12,"DJ&C-0170-CORE CREW-A-RF-H, 13-14, ROYAL",199,Payback
BBID_20475876,28-09-1993,male,Punjab,180004,08-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,222,1294627,IZ 2@50 FLAT REG Wafer Biscuit,1000727678,POOOF WAFFLET BELGIAN CHOCOLATE 30g,50,Payback
BBID_20475905,04-08-1980,male,Punjab,143416,09-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,13,91834,NONPROMO,,1.00E+12,"LPY-0010-PDP-L10-PY, L, PINK",299,Payback
BBID_20475972,08-06-1992,male,Punjab,143001,28-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,4,90436,NONPROMO,,1000475142,KURKURE NAMK ASSORTED 3*85g OP,50,Payback
BBID_20478072,03-07-1989,male,Punjab,143001,14-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,14,64029,4045,Ex450,1000528175,Myghty Ultra Power Shaker,150.18,Payback
BBID_20478097,27-08-1983,female,Punjab,143001,16-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,703,NONPROMO,,108000568,CHANA DAL PREM LOOSE,50.96,Payback
BBID_20478151,19-11-1983,male,Punjab,143502,26-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,5,46643,NONPROMO,,108020414,BRITANNIA BISC LITLE HEART 37g,10,Payback
BBID_20481354,10-05-1971,male,Punjab,143001,21-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,81147,1224443,IZ 6% DISC WED FOOD EXC,1000492067,SANGIS KIT SCHEZWAN CHUTNEY BT 200g,56.4,BBProfitClub
BBID_20481354,10-05-1971,male,Punjab,143001,21-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,81147,1224443,IZ 6% DISC WED FOOD EXC,300930012,TTRT SAUCE RED CHILLI BT 200g,37.6,BBProfitClub
BBID_20481364,06-12-1974,male,Punjab,143001,15-08-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,52172,1171348,AD 2@429 & 3@599 FLAT LADIES ASSORTED BD,1.00E+12,"DLT-0011-AM-GIRL-CS-GT, L, POWDER PINK",199.67,BBProfitClub
BBID_20481380,09-03-1982,female,Punjab,143001,02-06-2016,2615,BB-AMRITSAR-TRILIUM MALL,13,37061,NONPROMO,,1.00E+12,"SNG-4171-PDP-638-RY, L, PINK",499,BBProfitClub
BBID_20481521,25-11-1981,male,Punjab,143001,01-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,83274,NONPROMO,,108037568,SUGAR MEDIUM LOOSE,200.2,BBProfitClub
BBID_20481558,17-01-1990,male,Punjab,143001,09-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,84144,1227314,NZ B2G1 @100 %DIS REG Pappads,1000213410,RR PAPAD OVAL WHITE PP 200g,0,"BBProfitClub,Payback"
BBID_20481601,11-08-1973,male,Punjab,143001,24-09-2016,2615,BB-AMRITSAR-TRILIUM MALL,15,31163,NONPROMO,,1000201090,MORTEIN MOSQ MACHN INSTA5+LQ REF 35ml 1P,72,BBProfitClub
BBID_20481653,05-12-1991,male,Punjab,143001,26-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,15,42921,NONPROMO,,108037499,MOONG DAL PREM LOOSE,90.9,BBProfitClub
BBID_20481726,14-01-1984,male,Punjab,143001,11-09-2016,2615,BB-AMRITSAR-TRILIUM MALL,13,52759,NONPROMO,,1000446547,PATANJALI HONEY 1kg,260,BBProfitClub
BBID_20481729,25-11-1989,female,Punjab,143001,14-03-2016,2615,BB-AMRITSAR-TRILIUM MALL,3,29100,4040,Ex400,1000263575,Pooh 5 Pcs Kid Set,304.64,BBProfitClub
BBID_20481734,04-05-1988,male,Punjab,143001,13-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,13,60187,NONPROMO,,1000026754,NATURE CHOICE DRY FRT CASHEW JR 200g,486,BBProfitClub
BBID_20481747,06-01-1975,male,Punjab,143001,12-09-2015,2615,BB-AMRITSAR-TRILIUM MALL,10,829,NONPROMO,,300870235,LOREAL SHMP FALL REPAIR3X ANTI HRFL 360m,275,BBProfitClub
BBID_20481761,09-09-1955,male,Punjab,143001,18-05-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,33738,1133040,HO 99.0 FLAT Home,300175003,GAS CYLINDER TROLLEY,99,BBProfitClub
BBID_20481772,21-01-1969,male,Punjab,143001,04-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,79404,1229064,IN TS199 & Y@100 %DIS REG Wafer Biscuit,1000619129,TTRT CHOCOLATE ASTD CNTR FILLED 120g GP,0,BBProfitClub
BBID_20481822,20-01-1965,female,Punjab,143001,26-09-2015,2615,BB-AMRITSAR-TRILIUM MALL,8,2751,NONPROMO,,300044713,SANTOOR SOAP SNDL&ALMND MILK 4*125g,145,BBProfitClub
BBID_20481855,22-10-1964,male,Punjab,143001,17-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,10,80882,NONPROMO,,300027181,CRMT KITCHEN ROLLS 2IN1 2 PLY,99,BBProfitClub
BBID_20481901,10-08-1942,male,Punjab,143001,17-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,62071,1199805,IZ B1G1 @100 %DIS REG melamine trays,1000487639,Gold Fish Swiss Tray-Small,0,BBProfitClub
BBID_20481901,10-08-1942,male,Punjab,143001,11-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,66420,NONPROMO,,108000655,GH DAILY MOONG DAL PREMIUM 500g,50,BBProfitClub
BBID_20481986,05-04-1974,male,Punjab,180013,17-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,31090,1121688,INZ SHOP FOR 999 GET 100 RS OF CMS NZ EX,108100115,FB IM APPLE FUJI,132.35,BBProfitClub
BBID_20482163,16-03-1979,male,Punjab,143001,01-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,4,62356,NONPROMO,,300791547,BIKANO MNHY 140g+CHATX 120g+PNCH 120g OP,59,BBProfitClub
BBID_20482467,30-01-1966,male,Punjab,143001,26-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,63615,1191640,IZ 12 RS OFF REG FRUIT BASED JUICES AZ E,108023834,FROOTI NON AERATED COOL MANGO 1L,92,"BBProfitClub,Payback"
BBID_20482474,10-10-1988,male,Punjab,143001,16-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,63660,1199746,IZ 99 FLAT REG TOYS,1000537835,GG Animal 6486,99,BBProfitClub
BBID_20482494,08-07-1982,male,Punjab,143001,16-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,46516,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,21,"BBProfitClub,Payback"
BBID_20482517,15-07-1991,male,Punjab,143001,06-02-2016,2615,BB-AMRITSAR-TRILIUM MALL,15,15806,NONPROMO,,1000033346,ACT II H&E IPC BUTTER LOVERS BX 3*99g,180,BBProfitClub
BBID_20482572,03-09-1972,male,Punjab,143001,05-06-2016,2615,BB-AMRITSAR-TRILIUM MALL,4,46219,1139340,HO 50.0 %OFF LUGGAGE,1000086392,"Skybags WHD Italy, Red, 52 cm",1612.53,BBProfitClub
BBID_20482623,28-02-1973,male,Punjab,143001,14-08-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,52519,NONPROMO,,1.00E+12,"DJWV-0010-RU-910-PR-FB, M, PINK",399,BBProfitClub
BBID_20482647,23-09-1966,male,Punjab,143001,27-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,56392,NONPROMO,,1000446610,PATANJALI NAMAK 1kg,12,"BBProfitClub,Payback"
BBID_20482662,16-08-1974,male,Punjab,143001,30-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,5,37773,NONPROMO,,108100165,GRAPES BLACK ROUND,0,BBProfitClub
BBID_20482662,16-08-1974,male,Punjab,143001,05-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,4,66503,NONPROMO,,108029658,NUTRELA SOYA GRANULES BX 200g,40,"BBProfitClub,Payback"
BBID_20482662,16-08-1974,male,Punjab,143001,26-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,65277,NONPROMO,,108000536,GH POHA THICK 500g,28,"BBProfitClub,Payback"
BBID_20482662,16-08-1974,male,Punjab,143001,26-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,65277,1235751,IN 15 RS OFF REG N.I.Namkeens,108024680,HALDIRAM NI NAMK ALOO BHUJIA 1K,198,"BBProfitClub,Payback"
BBID_20482720,04-12-1982,female,Punjab,143001,03-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,3,44538,1152412,HO 15 %OFF TOOTHPASTE REG AZ EX,300977781,COLGATE TOOTHPASTE MAX FRESH BX 300g,153,BBProfitClub
BBID_20482720,04-12-1982,female,Punjab,143001,11-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,2,57408,1215351,"IZ 1@30,2@70 RS OFF WEK Ayurveda Plus",108022035,DABUR CHYAWANPRASH 1KG,265,"BBProfitClub,Payback"
BBID_20482749,20-06-1981,female,Punjab,143001,25-06-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,43985,NONPROMO,,1000536888,FB PROFITCLUB SUGAR LS OP,0.01,BBProfitClub
BBID_20482851,03-04-1976,male,Punjab,110058,10-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,45032,NONPROMO,,108017143,VEET HAIR REM LOTUS MILK JASMINE 60G,110,BBProfitClub
BBID_20482912,05-10-1961,female,Punjab,143001,15-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,5,30284,NONPROMO,,108100297,CHILLI LIGHT GREEN,7,BBProfitClub
BBID_20482917,17-06-1977,male,Punjab,143001,09-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,90192,1275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,108027974,MCCAINS FRNCH FRIES SMILES 415g,95.79,BBProfitClub
BBID_20482925,16-08-1983,male,Punjab,140003,12-06-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,1101,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,BBProfitClub
BBID_20483013,27-03-1965,female,Punjab,143001,14-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,48706,NONPROMO,,1000110181,PAREKH MIX NMKN SOYA STICK 200g,70,BBProfitClub
BBID_20483047,18-01-1992,male,Punjab,143001,06-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,4,36494,1122342,AZ B2@289 FLAT DETERGENT POWDERS HPC,108016183,SURF DET POWDER EXCEL EASY WASH 1.5Kg,578,BBProfitClub
BBID_20483068,30-09-1972,male,Punjab,143001,04-05-2016,2615,BB-AMRITSAR-TRILIUM MALL,14,28261,NONPROMO,,1.00E+12,"CTJN-0160-DNM 38-A-SF-FL-, 7-8, D INDIGO",899,"BBProfitClub,Payback"
BBID_20483079,09-04-1973,female,Punjab,143001,06-08-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,50981,NONPROMO,,108000590,CHANA KABULI PREM LOOSE,67.73,BBProfitClub
BBID_20483106,09-11-1946,male,Punjab,143001,22-05-2016,2615,BB-AMRITSAR-TRILIUM MALL,14,29489,NONPROMO,,300070020,COLOCASIA PKD,20.65,"BBProfitClub,Payback"
BBID_20483198,02-03-1957,female,Punjab,143001,19-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,99115,NONPROMO,,108100145,BANANA ROBUSTA RAW,40.05,BBProfitClub
BBID_20483204,01-03-1948,male,Punjab,143001,05-02-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,91094,1245082,IZ 35 RS OFF REG Detergent Liquids,108042047,GENTEEL DET LIQUID 1+1 OP 1L,275,"BBProfitClub,Payback"
BBID_20483287,30-11-1977,male,Punjab,143401,03-06-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,37246,NONPROMO,,1000214550,VEG AFFAIRE FROZEN GREEN PEAS PP 200g,0,BBProfitClub
BBID_20483287,30-11-1977,male,Punjab,143401,07-02-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,15843,NONPROMO,,300481741,MAGGI NDL MERI MASALA PP 70g,24,BBProfitClub
BBID_20483299,01-04-1973,male,Punjab,143001,01-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,69130,1274870,IZ B2G1 @100 %DIS REG Carbonated Soft Dr,108028674,MOUNTAIN DEW SOFT DRINK 1.5L,95.58,BBProfitClub
BBID_20483380,14-01-1945,male,Punjab,143001,05-09-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,59619,NONPROMO,,300543029,24 LM MOONG DAL PP 500g,110,BBProfitClub
BBID_20483407,26-12-1986,male,Punjab,143001,01-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,2,31063,4265,Ex2650,300160267,LINC GLYCER BP ASS 5,30.04,"BBProfitClub,Payback"
BBID_20483413,10-02-1977,male,Punjab,143001,02-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,24102,5035,Ex350,108100162,GRAPES GREEN ROUND,56.18,"BBProfitClub,Payback"
BBID_20483610,31-10-1985,male,Punjab,143001,12-02-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,67199,NONPROMO,,300427829,DAWAT BASMATI RICE ROZANA90 SUPER PP 5kg,249,BBProfitClub
BBID_20483613,27-10-1973,male,Punjab,143001,11-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,2,32471,NONPROMO,,1.00E+12,"PBTS-4161-834BP-B-HS-SI, 3-4, BABY PINK",299,"BBProfitClub,Payback"
BBID_20483673,15-10-1967,male,Punjab,143001,03-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,29027,1115778,HO 270.0 FLAT Brown Health Drink,1000171548,BOURNVITA HEALTH DRINK PP 750g,270,"BBProfitClub,Payback"
BBID_20483676,19-06-1985,male,Punjab,143001,22-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,12856,NONPROMO,,1000209222,SW Mug Large Avengers,130,BBProfitClub
BBID_20483775,21-12-1956,male,Punjab,143001,16-08-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,51679,NONPROMO,,108027348,LOTTE CRM BISC CHOCO PIE 336g,140,BBProfitClub
BBID_20483825,07-03-1972,female,Punjab,143001,19-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,55754,1203554,IZ 15 RS OFF REG SOAPS,108008866,DOVE SOAP MOISTURE CREAM 3*100g,159,BBProfitClub
BBID_20483832,13-07-1983,male,Punjab,143001,15-02-2017,2615,BB-AMRITSAR-TRILIUM MALL,3,67544,1253245,IZ 6% DISC WED FOOD EXC HPC,1000583477,KARA FACE WIPES TONING ROSE&THYM LID 30P,164.5,BBProfitClub
BBID_20483832,13-07-1983,male,Punjab,143001,14-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,5867,NONPROMO,,108037489,GH DAILY OTH PULSE CHANA DAL PREM 500g,54,"BBProfitClub,Payback"
BBID_20483832,13-07-1983,male,Punjab,143001,14-05-2017,2615,BB-AMRITSAR-TRILIUM MALL,9,5867,NONPROMO,,108000680,GH RAJMA JAMMU 500g,78,"BBProfitClub,Payback"
BBID_20483864,20-04-1978,male,Punjab,143301,01-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,28649,1118494,NZ B2G1 FREE CARBONATED SOFT DRIN PF,108030314,PEPSI SOFT DRINK PET 1.5L,0,"BBProfitClub,Payback"
BBID_20483881,21-01-1977,female,Punjab,143001,30-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,3,61381,1226175,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,108020541,BRITANNIA BISC TIGER COCONUT 115g,19,"BBProfitClub,Payback"
BBID_20483882,10-11-1965,male,Punjab,143001,31-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,3,55662,NONPROMO,,1000542371,SUNSILK SHMP LONG&HEALTHY GROWTH 650ml,1059,BBProfitClub
BBID_20483928,02-05-1979,male,Punjab,143001,04-12-2015,2615,BB-AMRITSAR-TRILIUM MALL,2,13683,NONPROMO,,108009927,GILLETTE SHAV GEL SENSITIVE TUBE 60G,79,BBProfitClub
BBID_20483928,02-05-1979,male,Punjab,143001,31-10-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,53441,1189039,HO 20 %OFF BLOCK CHOCOLATES REG AZ,300979321,NESTLE CHOCO KITKAT BAG 128g 16,160,"BBProfitClub,Payback"
BBID_20483952,25-01-1968,male,Punjab,143001,05-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,10,96447,NONPROMO,,108020526,BRITANNIA BISC MARIE GOLD 250g,30,BBProfitClub
BBID_20483959,10-03-1979,male,Punjab,209401,13-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,4731,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,"BBProfitClub,Payback"
BBID_20483979,03-02-1963,male,Punjab,143001,20-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,80903,NONPROMO,,108001938,MDH POW SPICE GARAM MASALA 100g,70,BBProfitClub
BBID_20484048,08-08-1983,male,Punjab,143001,28-05-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,38636,NONPROMO,,108100362,ONION LOOSE,12.72,BBProfitClub
BBID_20484170,11-11-1971,male,Punjab,143001,19-09-2015,2615,BB-AMRITSAR-TRILIUM MALL,1,2547,NONPROMO,,108026395,KISSAN JAM PINEAPPLE 200G,55,BBProfitClub
BBID_20484349,20-05-1968,male,Punjab,143001,18-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,46758,NONPROMO,,300980336,REAL GOOD YUMEZ PUNJB CHCKN TKKA PP 350g,270,"BBProfitClub,Payback"
BBID_20484349,20-05-1968,male,Punjab,143001,19-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,5,23147,1119909,"NZ B1G35,B2G80 RS OFF CTC TEA PF",108035252,TATA CTC TEA PREMIUM PP 1K,580,"BBProfitClub,Payback"
BBID_20484377,29-11-1984,female,Punjab,143001,30-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,11,1308,NONPROMO,,108036012,TRUST SUGAR PP 5Kg,283,"BBProfitClub,Payback"
BBID_20484397,15-05-1971,male,Punjab,143001,01-03-2017,2615,BB-AMRITSAR-TRILIUM MALL,12,82676,NONPROMO,,108100292,Carrot Red,17.14,BBProfitClub
BBID_20484436,05-04-1988,male,Punjab,143001,25-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,81645,1226165,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,1000615895,CADBURY CHOC DM JELLY POPPING CANDY 35g,37.05,BBProfitClub
BBID_20484465,04-02-1986,male,Punjab,143001,10-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,30857,NONPROMO,,108004423,FORTUNE SOYABEAN OIL PP 1L,532,BBProfitClub
BBID_20484506,22-04-1962,female,Punjab,143001,31-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,11,52065,NONPROMO,,830000527,"5550DS/S SCOOP, 36 PC DSP",0,BBProfitClub
BBID_20484506,22-04-1962,female,Punjab,143001,14-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,12,47430,1152317,HO 108 FLAT Toilet Cleaners BBPC AZ,300491428,CLMT TOILET CLEANER 500ml 2+1,108,BBProfitClub
BBID_20484543,05-11-1975,male,Punjab,143001,28-07-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,48660,NONPROMO,,1000209934,BRITANNIA CRM BIS BOURBON 4+1 120g OP,80,BBProfitClub
BBID_20484609,17-11-1991,male,Punjab,143001,29-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,13,84002,NONPROMO,,108004163,MILKFOOD DESI GHEE RF 1L,1197,BBProfitClub
BBID_20484635,13-12-1958,female,Punjab,143001,07-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,10,96845,1275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,1000026523,AMUL MILK KOOL ROSE PET BT 200ml,37.54,BBProfitClub
BBID_20484676,22-03-1975,male,Punjab,143001,25-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,61754,NONPROMO,,300481744,MAGGI ATTA NOODLES MASALA PP 300g,78,BBProfitClub
BBID_20484735,12-12-1977,male,Punjab,143001,08-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,10,97014,1275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,1.00E+12,"DJ&CTS-0160-POLO PIQUE-A, 7-8, Tangerine",216.27,BBProfitClub
BBID_20484739,23-10-1956,male,Punjab,143001,30-09-2015,2615,BB-AMRITSAR-TRILIUM MALL,6,1454,NONPROMO,,108029257,NESCAFE COFFEE CLASSIC JR 50g,130,BBProfitClub
BBID_20484748,12-06-1952,male,Punjab,143001,03-12-2016,2615,BB-AMRITSAR-TRILIUM MALL,5,37997,NONPROMO,,108100382,TOMATO LOOSE,10.88,BBProfitClub
BBID_20484787,18-01-1961,male,Punjab,143001,17-11-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,69365,NONPROMO,,1000025776,JIVO CANOLA OIL BT 2L,333,BBProfitClub
BBID_20484800,23-12-1987,male,Punjab,143001,24-03-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,27091,5050,Ex500,300012558,DETTOL SOAP ORIGINAL 3*70G,65.61,BBProfitClub
BBID_20484819,26-12-1963,male,Punjab,140001,30-12-2015,2615,BB-AMRITSAR-TRILIUM MALL,14,13775,NONPROMO,,1000045652,SUNFEAST INST PASTA YIPPE CRMY CORN 70g,20,BBProfitClub
BBID_20484824,15-05-1970,male,Punjab,143001,12-02-2017,2615,BB-AMRITSAR-TRILIUM MALL,14,57008,NONPROMO,,300840018,Fiber bag 45 GSM 20x25,7,BBProfitClub
BBID_20484842,20-07-1958,female,Punjab,143001,25-01-2017,2615,BB-AMRITSAR-TRILIUM MALL,2,62810,1226372,IZ 50 RS OFF REG Cartridge Razors & Blad,108009873,GILLETTE RAZOR MACH3 TURBO,170,BBProfitClub
BBID_20485037,22-12-1980,male,Punjab,147001,12-11-2015,2615,BB-AMRITSAR-TRILIUM MALL,1,13425,1039586,AZ TKT 5% OFF ADDITINAL Ricebrn Oil BBPC,1000170737,GH CALIFORNIA WALNUT WHOLE PP 500g,533.9,"BBProfitClub,Payback"
BBID_20485153,23-06-1977,male,Punjab,143001,26-01-2016,2615,BB-AMRITSAR-TRILIUM MALL,10,18461,NONPROMO,,300960505,MCCAIN FROZEN SNACKS SMILES PP 750g,165,BBProfitClub
BBID_20485195,05-04-1956,male,Punjab,143001,30-04-2017,2615,BB-AMRITSAR-TRILIUM MALL,8,73060,1282526,IZ 5 %DIS REG SOYA CHUNKS,108029660,NUTRELA SOYA MINI CHUNKS BX 200g,38,BBProfitClub
BBID_20485197,17-10-1978,female,Punjab,143001,04-09-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,46571,NONPROMO,,300996624,FLAIR STUDIO GEL PEN 5Pcs,40,BBProfitClub
BBID_20485214,23-02-1976,male,Punjab,143001,01-04-2016,2615,BB-AMRITSAR-TRILIUM MALL,1,27939,5015,Ex150,300600437,GH PREMIUM SUJI RAVA 1Kg,37.24,BBProfitClub
BBID_20485214,23-02-1976,male,Punjab,143001,06-03-2016,2615,BB-AMRITSAR-TRILIUM MALL,8,19407,NONPROMO,,108018730,AMUL BUTTER 500G,195,BBProfitClub
BBID_20485249,19-05-1975,male,Punjab,143001,22-11-2015,2615,BB-AMRITSAR-TRILIUM MALL,12,11244,NONPROMO,,830009184,SG-22012AB LEARN FUN PUZZLE,225,"BBProfitClub,Payback"
BBID_20485366,16-09-1960,female,Punjab,143001,03-05-2016,2615,BB-AMRITSAR-TRILIUM MALL,9,31709,1127814,MDHO 10.0 Rs OFF Veg Powdered Soups,108026497,KNORR SOUP CLASSIC THICK TOMATO 53g,80,BBProfitClub
